name,degree.total,degree.in,degree.out,strength.total,strength.in,strength.out,between,Category
ecosequestrust,299,97,202,1231.5,168.6,1062.9,16606.31747,
PlumbersForums,295,93,202,308.8,96,212.8,13.05041593,
ampatel_,285,83,202,448.2,149.9,298.3,10780.77462,
WestM61,284,82,202,300,87.7,212.3,17438.92515,
FoodMattersLive,280,78,202,345.1,126.4,218.7,24583.17984,
sarahcassl,278,76,202,512.6,111.9,400.7,7908.32459,
ChappellKate,275,73,202,292.3,74.1,218.2,1715.105364,
RustBh,273,71,202,502.1,118.3,383.8,17120.73123,
SavannahHeating,266,64,202,268.4,65.1,203.3,26.82338774,
1SVN,256,54,202,240.8,59.7,181.1,9880.091688,
WhybrowProperty,252,50,202,325.9,58.3,267.6,8964.445301,
Loulou_Uberkirk,251,49,202,282.6,62.1,220.5,6928.516972,
estudioOCA,249,47,202,256.8,47,209.8,638.6922191,
npowerBusiness,247,45,202,305,58.1,246.9,19883.98387,
HannahOGrady,243,41,202,249.4,40.4,209,8166.301035,
apeavoy,234,32,202,318.2,65,253.2,10769.45309,
CharlieBEU,232,30,202,324.1,53.8,270.3,4998.651037,
InteriorsOrion,231,29,202,234.2,29,205.2,0.6499452,
Golden_Houses,226,24,202,309,49.4,259.6,47.76629533,
CllrWestbrook,219,17,202,209.9,14.5,195.4,12672.43437,
HelloSutherland,206,4,202,191.6,0.6,191,4384.152191,
billbutch,885,684,201,1983.5,1202,781.5,9135.205121,
AldiUK,815,614,201,1083.7,902.3,181.4,219088.2673,
YorkshireTea,705,504,201,590.6,411.2,179.4,475514.3037,
Colnehousing,625,424,201,854,498.4,355.6,11957.43786,
sjwrenlewis,577,376,201,693.2,523.1,170.1,64450.10544,
ShaunBaileyUK,468,267,201,470,254,216,112514.8594,
MarieRimmer,441,240,201,443.2,239,204.2,3025.617159,
Walsall_College,437,236,201,481,250.3,230.7,9639.378165,
NetworkRailPete,427,226,201,608.6,234.1,374.5,11.98031533,
StephenMBull,406,205,201,496.2,255.8,240.4,10765.05355,
EnergySysCat,405,204,201,1071.9,726.9,345,3630.134575,
SeevicCollege,399,198,201,409.3,206.9,202.4,22793.887,
CambClassics,352,151,201,411.2,165.6,245.6,21153.02997,
SAGEEngineering,295,94,201,377,154.3,222.7,872.0671102,
CEBerks,287,86,201,421.6,119,302.6,6306.039589,
smartroof_,287,86,201,383.3,139,244.3,1308.022377,
PowysLABC,284,83,201,345.1,110.5,234.6,312.9561185,
TMMXAwards,270,69,201,516.1,207.2,308.9,23157.59923,
osmosis_jm,268,67,201,385.7,74.1,311.6,25756.81695,
keegansltd,267,66,201,457.7,114.2,343.5,10970.70047,
Kat_healey,257,56,201,536,182,354,79366.85686,
LisaMcIlvenna,240,39,201,241.1,39.2,201.9,11.18112013,
leaphousing,235,34,201,281.9,38.4,243.5,4802.980872,
jon_media_para,213,12,201,281.2,24.5,256.7,13907.25081,
MyGovOnline,205,4,201,205.1,4,201.1,0.158124613,
spectator,1430,1230,200,1528.2,1263.1,265.1,66246.91293,
clarebalding,1326,1126,200,1279.9,1088.1,191.8,137716.5131,
scotgp,506,306,200,982.5,649.2,333.3,9501.976442,
policescotland,488,288,200,561.4,321.2,240.2,21554.76195,
YorkStJohn,449,249,200,468.2,260.4,207.8,3161.427884,
CHavergalTHE,436,236,200,564,271,293,65964.51774,
IChemE,370,170,200,463.8,229.9,233.9,106016.0454,
johnpratley,355,155,200,756.7,476.4,280.3,728.9886407,
TIMco_tweets,351,151,200,400,189.3,210.7,3477.450025,
ukwindowssurrey,325,125,200,439.8,182.8,257,60555.03794,
InnesEngland,306,106,200,457.9,130,327.9,9101.433927,
PTCScotland,296,96,200,356,109.9,246.1,6933.630871,
LesleyGiles2123,291,91,200,370.1,107.2,262.9,33517.58041,
russedwardsLDN,277,77,200,442.8,120.6,322.2,18580.75625,
christianbason,274,74,200,414.7,107.9,306.8,3035.012393,
FionaSCC,271,71,200,667.6,175.4,492.2,10731.13938,
oilbuying,269,69,200,269.2,69,200.2,120.7497623,
HodgsonSayers,267,67,200,338.1,82.5,255.6,10064.4176,
THTOldTrafford,255,55,200,424.1,94.2,329.9,35842.38612,
Zeta_Services,242,42,200,249.9,42.3,207.6,16871.89707,
TNLUK,732,533,199,712.5,553.2,159.3,738406.6504,Junk
SLH_Group,622,423,199,940.6,585.9,354.7,42729.89307,
turleyplanning,562,363,199,815.5,573.5,242,28238.68849,
TheNeg,541,342,199,767.4,448.8,318.6,81158.85623,
UniofReading,526,327,199,580.9,386.4,194.5,262321.8023,
CTI_timber,428,229,199,1583.7,1100.8,482.9,80711.07431,
