"archcode","ndwel","nsample","age.Q1","age.Q2","age.Q3","sap.Q1","sap.Q2","sap.Q3","windows.Q1","windows.Q2","windows.Q3","doors.Q1","doors.Q2","doors.Q3","floorarea.Q1","floorarea.Q2","floorarea.Q3","groundfloorarea.Q1","groundfloorarea.Q2","groundfloorarea.Q3","control.Q1","control.Q2","control.Q3","radcontrol.Q1","radcontrol.Q2","radcontrol.Q3","solararea.Q1","solararea.Q2","solararea.Q3","intwallarea.Q1","intwallarea.Q2","intwallarea.Q3","intwallarea.extwalls.Q1","intwallarea.extwalls.Q2","intwallarea.extwalls.Q3","intwallarea.extpartywalls.Q1","intwallarea.extpartywalls.Q2","intwallarea.extpartywalls.Q3","intwallarea.frontwall.Q1","intwallarea.frontwall.Q2","intwallarea.frontwall.Q3","extwallarea.Q1","extwallarea.Q2","extwallarea.Q3","extwallarea.front.Q1","extwallarea.front.Q2","extwallarea.front.Q3","extwallarea.exceptfront.Q1","extwallarea.exceptfront.Q2","extwallarea.exceptfront.Q3","extwindowarea.Q1","extwindowarea.Q2","extwindowarea.Q3","dpcperim.Q1","dpcperim.Q2","dpcperim.Q3","nfloors.Q1","nfloors.Q2","nfloors.Q3","roofareaplan.Q1","roofareaplan.Q2","roofareaplan.Q3","roofareaslope.Q1","roofareaslope.Q2","roofareaslope.Q3","ceilingground.Q1","ceilingground.Q2","ceilingground.Q3","ceilingfirst.Q1","ceilingfirst.Q2","ceilingfirst.Q3","imd.Q1","imd.Q2","imd.Q3","gasgrid.yes","tank.wellins","wallins","loftins","citycentre","otherurban","suburban","ruralres","villagecentre","rural","own","rent.private","rent.la","rent.rsl"
"A-D-C-A-A-A-E",3512,1,1849,1849,1849,30.6,30.6,30.6,12,12,12,2,2,2,93.67,93.67,93.67,46.835,46.835,46.835,5,5,5,2,2,2,15.45555,15.45555,15.45555,206.14,206.14,206.14,138.768,138.768,138.768,136.248,136.248,136.248,46.256,46.256,46.256,146.328,146.328,146.328,48.776,48.776,48.776,97.552,97.552,97.552,40.55,40.55,40.55,34.84,34.84,34.84,2,2,2,85.04,85.04,85.04,102.64,102.64,102.64,2.1,2.1,2.1,2.2,2.2,2.2,7,7,7,0,100,0,0,0,0,0,0,3512,0,3512,0,0,0
"A-A-A-B-B-B-C",3501,2,1952,1952,1970,54.77,54.77,69.83,7,7,13,2,2,6,95.74,95.74,120.67,47.87,47.87,60.335,5,5,5,1,1,2,15.08375,23.935,23.935,173.91,173.91,220.98,111.32,114.144,114.144,108.56,111.36,111.36,37.1066666666667,38.048,38.048,119.6,122.496,122.496,39.8666666666667,40.832,40.832,79.7333333333333,81.664,81.664,21.27,21.27,36.96,26,26.4,26.4,2,2,2,69.11,69.11,73.7,81.98,84.11,84.11,2.3,2.32,2.32,2,2,2.3,7,7,7,100,0,100,0,0,0,3501,0,0,0,3501,0,0,0
"B-B-C-B-B-A-E",3481,1,1849,1849,1849,1,1,1,10,10,10,2,2,2,129.25,129.25,129.25,64.625,64.625,64.625,5,5,5,1,1,1,16.15625,16.15625,16.15625,215.22,215.22,215.22,174.24,174.24,174.24,174.24,174.24,174.24,43.56,43.56,43.56,184.8,184.8,184.8,46.2,46.2,46.2,138.6,138.6,138.6,26.12,26.12,26.12,42,42,42,2,2,2,108.82,108.82,108.82,132.74,132.74,132.74,2.2,2.2,2.2,2.2,2.2,2.2,5,5,5,0,0,0,0,0,0,0,0,0,3481,3481,0,0,0
"H-B-A-C-B-A-F",3475,1,1964,1964,1964,29.07,29.07,29.07,4,4,4,3,3,3,66.6,66.6,66.6,66.6,66.6,66.6,0,0,0,0,0,0,66.6,66.6,66.6,138.06,138.06,138.06,179.832,179.832,179.832,176.952,176.952,176.952,89.916,89.916,89.916,182.712,182.712,182.712,91.356,91.356,91.356,91.356,91.356,91.356,197.46,197.46,197.46,80.8,80.8,80.8,5,5,5,282.6,282.6,282.6,282.6,282.6,282.6,2.4,2.4,2.4,2.4,2.4,2.4,2,2,2,100,0,0,0,0,3475,0,0,0,0,3475,0,0,0
"H-D-B-A-A-A-F",3464,1,1922,1922,1922,36.77,36.77,36.77,10,10,10,1,1,1,65.33,65.33,65.33,65.33,65.33,65.33,3,3,3,0,0,0,16.3325,16.3325,16.3325,158.26,158.26,158.26,29.63,29.63,29.63,26.75,26.75,26.75,14.815,14.815,14.815,32.51,32.51,32.51,16.255,16.255,16.255,16.255,16.255,16.255,41.8,41.8,41.8,14.4,14.4,14.4,3,3,3,110.86,110.86,110.86,135.24,135.24,135.24,2.4,2.4,2.4,2.4,2.4,2.4,3,3,3,100,0,0,0,0,3464,0,0,0,0,0,3464,0,0
"H-D-B-C-B-A-F",3455,2,1916,1925,1925,47.1,54.56,54.56,3,3,7,1,1,1,70.47,70.47,94.11,70.47,70.47,94.11,1,9,9,2,2,2,70.47,70.47,94.11,133.22,133.22,174.28,193.77,193.77,384.658,190.89,190.89,381.778,96.885,96.885,192.329,196.65,196.65,387.538,98.325,98.325,193.769,98.325,98.325,193.769,150.48,150.48,926.98,73.2,73.2,208.35,4,4,6,348.3,348.3,2693.26,348.3,348.3,2693.26,2.4,2.4,2.4,2.4,2.4,2.4,4,6,6,100,64.8,0,0,1216,2239,0,0,0,0,2239,1216,0,0
"G-B-C-A-A-A-K",3453,2,1849,1849,1849,24.57,30.14,30.14,2,9,9,1,1,1,40.16,80.79,80.79,40.16,80.79,80.79,0,0,0,0,0,0,10.04,20.1975,20.1975,114.12,218.59,218.59,29.2766666666667,29.2766666666667,31.7633333333333,26.3966666666667,26.3966666666667,28.8833333333333,14.6383333333333,14.6383333333333,15.8816666666667,32.1566666666667,32.1566666666667,34.6433333333333,16.0783333333333,16.0783333333333,17.3216666666667,16.0783333333333,16.0783333333333,17.3216666666667,24.12,24.12,63.24,15.3,15.3,24.6,3,3,3,63.05,63.05,65.03,74.46,76.93,76.93,2.4,2.4,2.4,2.71,2.71,3,1,1,2,100,0,0,0,3453,0,0,0,0,0,2242,1211,0,0
"H-B-B-A-A-A-D",3453,2,1889,1889,1893,27.15,27.15,47.71,4,17,17,1,1,1,45.55,72.77,72.77,45.55,72.77,72.77,0,0,0,0,0,0,11.3875,18.1925,18.1925,117.6,204.07,204.07,19.2166666666667,19.2166666666667,184.993333333333,16.3366666666667,16.3366666666667,182.113333333333,9.60833333333333,9.60833333333333,92.4966666666667,22.0966666666667,22.0966666666667,187.873333333333,11.0483333333333,11.0483333333333,93.9366666666667,11.0483333333333,11.0483333333333,93.9366666666667,34.03,34.03,97.03,17.6,17.6,60.8,3,3,3,75.8,75.8,190.79,92.47,92.47,232.75,2.4,2.4,2.4,2.6,2.6,3,3,3,4,100,0,0,0,0,3453,0,0,0,0,0,3453,0,0
"B-A-B-A-A-B-E",3450,1,1892,1892,1892,28.81,28.81,28.81,14,14,14,3,3,3,119.13,119.13,119.13,59.565,59.565,59.565,4,4,4,2,2,2,14.89125,14.89125,14.89125,247.77,247.77,247.77,154.804,154.804,154.804,154.804,154.804,154.804,38.701,38.701,38.701,165.796,165.796,165.796,41.449,41.449,41.449,124.347,124.347,124.347,39.08,39.08,39.08,36.2,36.2,36.2,2,2,2,85.56,85.56,85.56,104.4,104.4,104.4,2.29,2.29,2.29,2.3,2.3,2.3,6,6,6,0,0,0,0,0,0,0,3450,0,0,3450,0,0,0
"B-C-A-A-A-A-B",3449,2,1991,1991,1991,74.24,74.24,74.24,15,15,15,3,3,3,92.86,92.86,92.86,46.43,46.43,46.43,5,5,5,2,2,2,11.6075,11.6075,11.6075,193.45,193.45,193.45,135.36,135.36,135.36,135.36,135.36,135.36,33.84,33.84,33.84,146.88,146.88,146.88,36.72,36.72,36.72,110.16,110.16,110.16,28.96,28.96,28.96,30.6,30.6,30.6,2,2,2,61.6,61.6,61.6,75.16,75.16,75.16,2.4,2.4,2.4,2.6,2.6,2.6,6,6,6,100,0,83,0,0,588,2861,0,0,0,0,588,0,2861
"H-C-A-A-A-D-A",3427,5,1947,1955,1955,54.98,60.99,68.09,4,5,6,1,1,2,42.22,54.1,64.61,42.22,54.1,64.61,5,5,5,2,2,2,10.555,13.525,16.1525,83.26,134.59,134.59,40.6433333333333,121.34,121.34,37.8833333333333,118.46,118.46,20.3216666666667,60.67,60.67,43.4033333333333,124.22,124.22,21.7016666666667,62.11,62.11,21.7016666666667,62.11,62.11,35.55,50.8,50.8,27.8,56.9,56.9,2,2,3,79.06,189.58,189.58,121.75,227.12,227.12,2.3,2.4,2.4,2.3,2.4,2.4,3,3,6,100,0,0,0,0,591,2836,0,0,0,0,1652,638,1137
"F-B-A-A-A-A-E",3425,1,1959,1959,1959,33.04,33.04,33.04,15,15,15,3,3,3,142.59,142.59,142.59,142.59,142.59,142.59,4,4,4,2,2,2,35.6475,35.6475,35.6475,238.15,238.15,238.15,144,144,144,144,144,144,36,36,36,149.76,149.76,149.76,37.44,37.44,37.44,112.32,112.32,112.32,33.99,33.99,33.99,62.4,62.4,62.4,1,1,1,173.72,173.72,173.72,211.94,211.94,211.94,2.4,2.4,2.4,2.4,2.4,2.4,6,6,6,100,0,0,100,0,0,3425,0,0,0,3425,0,0,0
"B-B-B-A-A-A-D",3422,2,1852,1852,1913,36.29,36.29,37.1,13,13,13,3,3,3,103.46,186.03,186.03,51.73,93.015,93.015,0,0,0,0,0,0,12.9325,23.25375,23.25375,187.61,325.77,325.77,154.512,214.008,214.008,154.512,214.008,214.008,38.628,53.502,53.502,165.168,225.576,225.576,41.292,56.394,56.394,123.876,169.182,169.182,29.62,29.62,50.43,37.2,46.8,46.8,2,2,2,82.01,148.35,148.35,102.4,180.97,180.97,2.22,2.41,2.41,2.3,2.4,2.4,4,4,6,0,0,0,0,0,0,0,2188,0,1234,2188,1234,0,0
"G-B-C-A-A-C-A",3421,2,1849,1849,1849,54.04,57.86,57.86,6,6,8,1,1,2,74.61,74.61,75.34,74.61,74.61,75.34,4,4,5,2,2,2,18.6525,18.6525,18.835,168.77,171.5,171.5,63.03,82.8833333333333,82.8833333333333,60.27,80.0033333333333,80.0033333333333,31.515,41.4416666666667,41.4416666666667,65.79,85.7633333333333,85.7633333333333,32.895,42.8816666666667,42.8816666666667,32.895,42.8816666666667,42.8816666666667,16.19,98.75,98.75,31.7,33.96,33.96,2,3,3,101.18,132.6,132.6,116.98,161.76,161.76,2.3,2.4,2.4,2.46,2.81,2.81,3,3,6,100,0,0,0,3421,0,0,0,0,0,0,3421,0,0
"B-B-C-A-A-D-C",3420,2,1849,1849,1849,38.06,38.06,43.52,27,32,32,3,4,4,182.73,182.73,267.22,91.365,91.365,133.61,5,5,5,2,2,2,22.84125,22.84125,33.4025,319,319,423.38,239.096,239.096,324.048,239.096,239.096,324.048,59.774,59.774,81.012,250.952,250.952,336.432,62.738,62.738,84.108,188.214,188.214,252.324,43.18,63.64,63.64,50.8,50.8,65.2,2,2,2,130.2,130.2,237.33,158.85,158.85,276.42,2.47,2.47,2.58,2.6,2.6,2.66,2,7,7,100,0,0,50.8,0,0,1681,0,0,1739,3420,0,0,0
"G-D-B-A-A-D-G",3417,1,1859,1859,1859,68.13,68.13,68.13,3,3,3,1,1,1,38.16,38.16,38.16,38.16,38.16,38.16,0,0,0,2,2,2,9.54,9.54,9.54,80.52,80.52,80.52,213.043333333333,213.043333333333,213.043333333333,210.163333333333,210.163333333333,210.163333333333,106.521666666667,106.521666666667,106.521666666667,215.923333333333,215.923333333333,215.923333333333,107.961666666667,107.961666666667,107.961666666667,107.961666666667,107.961666666667,107.961666666667,277.62,277.62,277.62,116.4,116.4,116.4,4,4,4,795.89,795.89,795.89,970.99,970.99,970.99,2.4,2.4,2.4,2.4,2.4,2.4,1,1,1,100,0,100,0,0,3417,0,0,0,0,0,0,0,3417
"G-A-A-A-A-A-D",3409,2,1960,1960,1961,41.26,50.95,50.95,4,5,5,1,2,2,27.44,43.22,43.22,27.44,43.22,43.22,0,0,0,0,0,0,6.86,10.805,10.805,76.12,76.12,76.26,34.335,34.335,136.19,31.695,31.695,133.31,17.1675,17.1675,68.095,36.975,36.975,139.07,18.4875,18.4875,69.535,18.4875,18.4875,69.535,19.65,19.65,56.82,19.1,19.1,63.2,2,2,2,56.02,56.02,255.3,68.36,68.36,311.46,2.2,2.2,2.4,2.4,2.4,2.4,4,4,7,52,0,0,0,0,0,1773,1636,0,0,0,3409,0,0
"B-D-B-A-A-D-B",3407,1,1878,1878,1878,31.1,31.1,31.1,16,16,16,2,2,2,93.49,93.49,93.49,46.745,46.745,46.745,5,5,5,1,1,1,11.68625,11.68625,11.68625,212.2,212.2,212.2,157.696,157.696,157.696,157.696,157.696,157.696,39.424,39.424,39.424,169.984,169.984,169.984,42.496,42.496,42.496,127.488,127.488,127.488,28.3,28.3,28.3,33.2,33.2,33.2,2,2,2,70.38,70.38,70.38,85.86,85.86,85.86,2.56,2.56,2.56,2.3,2.3,2.3,8,8,8,100,0,0,0,0,0,3407,0,0,0,3407,0,0,0
"F-A-A-A-A-D-E",3404,2,1946,1973,1973,30.43,30.43,42.19,6,10,10,2,2,2,71.4,89.45,89.45,71.4,89.45,89.45,4,4,5,1,2,2,17.85,22.3625,22.3625,131.33,162.64,162.64,79.12,91.08,91.08,79.12,91.08,91.08,19.78,22.77,22.77,84.64,96.6,96.6,21.16,24.15,24.15,63.48,72.45,72.45,17.35,34.03,34.03,36.8,42,42,1,1,1,91.92,110.08,110.08,112.14,134.3,134.3,2.3,2.3,2.3,2.4,2.4,2.4,7,9,9,0,0,30.3,30.3,0,0,0,2371,0,1033,2371,1033,0,0
"A-A-A-A-B-B-A",3386,1,1963,1963,1963,51.94,51.94,51.94,10,10,10,2,2,2,79.08,79.08,79.08,39.54,39.54,39.54,3,3,3,1,1,1,13.0482,13.0482,13.0482,190.25,190.25,190.25,87.84,87.84,87.84,84.96,84.96,84.96,29.28,29.28,29.28,96.48,96.48,96.48,32.16,32.16,32.16,64.32,64.32,64.32,23.37,23.37,23.37,20.1,20.1,20.1,2,2,2,53.12,53.12,53.12,64.81,64.81,64.81,2.4,2.4,2.4,2.4,2.4,2.4,9,9,9,100,0,100,100,0,0,3386,0,0,0,3386,0,0,0
"H-B-B-C-B-A-G",3380,2,1931,1931,1931,41.25,41.25,41.25,5,5,5,1,1,1,64.31,64.31,64.31,64.31,64.31,64.31,0,0,0,1,1,1,64.31,64.31,64.31,134.37,134.37,134.37,119.02,119.02,119.02,116.14,116.14,116.14,59.51,59.51,59.51,121.9,121.9,121.9,60.95,60.95,60.95,60.95,60.95,60.95,296.8,296.8,296.8,68.4,68.4,68.4,5,5,5,352,352,352,352,352,352,2.4,2.4,2.4,2.4,2.4,2.4,6,6,6,100,0,0,0,0,3380,0,0,0,0,2985,0,0,395
"H-D-B-C-B-A-A",3378,1,1934,1934,1934,81.65,81.65,81.65,4,4,4,1,1,1,66.26,66.26,66.26,66.26,66.26,66.26,5,5,5,2,2,2,66.26,66.26,66.26,131.07,131.07,131.07,74.64,74.64,74.64,71.76,71.76,71.76,37.32,37.32,37.32,77.52,77.52,77.52,38.76,38.76,38.76,38.76,38.76,38.76,82.11,82.11,82.11,37.02,37.02,37.02,3,3,3,216.66,216.66,216.66,216.66,216.66,216.66,2.4,2.4,2.4,2.3,2.3,2.3,3,3,3,100,0,100,0,0,3378,0,0,0,0,3378,0,0,0
"C-B-C-B-A-B-B",3367,1,1849,1849,1849,61.47,61.47,61.47,18,18,18,6,6,6,253.64,253.64,253.64,84.5466666666667,84.5466666666667,84.5466666666667,5,5,5,2,2,2,42.2733333333333,42.2733333333333,42.2733333333333,398.36,398.36,398.36,170.4492,170.4492,170.4492,162.3132,162.3132,162.3132,85.2246,85.2246,85.2246,178.5852,178.5852,178.5852,89.2926,89.2926,89.2926,89.2926,89.2926,89.2926,30.25,30.25,30.25,26.34,26.34,26.34,3,3,3,125.64,125.64,125.64,155.78,155.78,155.78,2.26,2.26,2.26,2.27,2.27,2.27,10,10,10,100,0,0,0,0,0,0,0,3367,0,3367,0,0,0
